SKU,Name,Method of Delivery,Product Family,Product Group,url in dealershop
NWG-WGA43222101,Standard Wi-Fi Management for WatchGuard AP432 - 1-year (License ONLY; HW SKU: WGA432000),Electronic,Access Points,AP432,https://partner.leadersystems.com.au/products.html?gu9q9fZ6yWY=yUYGO/ean5fovKqQYHKdnw==c2nLyS4c37Fqe1m2DcmCxfLQUUSiDlc=
NWG-WGA33222101,Standard Wi-Fi Management for WatchGuard AP332CR - 1-year (License ONLY; HW SKU: WGA332000),Electronic,Access Points,AP332CR,https://partner.leadersystems.com.au/products.html?X+Mzbnha26g=/TUKTx+N4S2OfZa12Gl86Q==zKrWn6LoXOBa5nwgADRXHVqYC2EE2/U=
NWG-WGA33022103,Standard Wi-Fi Management for WatchGuard AP330 - 3-year (License ONLY; HW SKU: WGA330000)(License ONLY; HW SKU: WGA330000),Electronic,Access Points,AP330,https://partner.leadersystems.com.au/products.html?H7qq3oH3qow=hS9+7KN4D+mmPDVa09QTsg==VdswLWRDF2I4yzQPcLpKQFkYjP2JqWU=
NWG-WGM48000061,WatchGuard Standard Support for Firebox M4800 - 1-Year (License ONLY; HW SKU: WGM48000),Electronic,M-Series,M4800,https://partner.leadersystems.com.au/products.html?Eo/KsP7bFN8=820OjznrkdSUdzmNYA2Rog==qN8oQvm0rNO4aELIYwwestTSqn2F4Tg=
NWG-WGM480001601,WatchGuard High Availability for M4800 - 1-Year (License ONLY; HW SKU: WGM48000),Electronic,M-Series,M4800,https://partner.leadersystems.com.au/products.html?aZZKLKeVb2Q=vtq0xr7al+XpBCFNqqJRoA==iqzIGJHZCUTfN/i+Y4ad/cTmDjkVWbXq
NWG-WGM58000073,WatchGuard Basic Security Suite for Firebox M5800 - 3-Year (License ONLY; HW SKU: WGM58000),Electronic,M-Series,M5800,https://partner.leadersystems.com.au/products.html?xiDgVbQSltk=I3leqrh2K+sk3DlWvPIHgA==Imxg8af/fBCTyBY6Y8UG/T/zXSrrm64=
NWG-WGT480083,WatchGuard Total Security Suite for Firebox T45-W-PoE - 3-Year (License ONLY; HW SKU: WGT48000-AU),Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?Z/jpge+WgK8=XL79u3Jd8mshdDEtZxYLdw==JldreeV9TDbuC6GjWRKM2Q1D7kYq
NWG-WGT480061,WatchGuard Standard Support for Firebox T45-W-PoE - 1-Year (License ONLY; HW SKU: WGT48000-AU),Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?CO6RGunVrwI=rKWfweTH/HiaU5w5+u2FgQ==TkMpnoxDNPncJBHQBOhL75KiQogH
NWG-WGT470215,Trade Up to WatchGuard Total Security Suite for Firebox T45-PoE - 5-Year (License ONLY; HW SKU: WGT47000-AU),Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?KN8OQezk+KI=7f6lPUN+rbQyE29y/c9NXA==ksJ6wgrzBHMiwzLOTEA0T8gX0/M8
NWG-WGT470213,Trade Up to WatchGuard Total Security Suite for Firebox T45-PoE - 3-Year (License ONLY; HW SKU: WGT47000-AU),Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?DIfItHdX1e8=ks0AkddA3SM5OZUTpuTh/g==mqBclG85tmscncz10SV37y+awhR6
NWG-WGT470061,WatchGuard Standard Support for Firebox T45-PoE - 1-Year (License ONLY; HW SKU: WGT47000-AU),Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?KgJQcb8qyTA=fy7qAYER9J+kHLNyq0kgKQ==QYQq/5jDyApoGi+pL5lBCDyHNjs/
NWG-WGT260215,Trade Up to WatchGuard Total Security Suite for Firebox T25-W - 5-Year (License ONLY; HW SKU: WGT26000),Electronic,T-Series,T25-W,https://partner.leadersystems.com.au/products.html?8FhlhSlnw4s=oaSey/RaoXu1eX5p5fZKUQ==0RCRPGioxpzyC4WXDQZetvS+hcC5
NWG-WGT260063,WatchGuard Standard Support for Firebox T25-W - 3-Year (License ONLY; HW SKU: WGT26000),Electronic,T-Series,T25-W,https://partner.leadersystems.com.au/products.html?RGBeqcBUYO0=sU9IDPqS8n2CJwLOaT24WQ==rzCuckbMIfq2F3DUH3jkeFEujzA1
NWG-WGT260061,WatchGuard Standard Support for Firebox T25-W - 1-Year (License ONLY; HW SKU: WGT26000),Electronic,T-Series,T25-W,https://partner.leadersystems.com.au/products.html?reDENQizF6U=SpNlIDuPJGO6vaJhiun4ig==59XD///zVlC0BpgavDRMAKwxWmc/
NWG-WGT250061,WatchGuard Standard Support for Firebox T25 - 1-Year (License ONLY; HW SKU: WGT25000),Electronic,T-Series,T25,https://partner.leadersystems.com.au/products.html?dqpsoVNImtQ=YJreiXkR0PJzh3k0FQE/YA==JO6QYwqG6klgcv3MqS4i4QtudMTi
NWG-WGT250023,WatchGuard NFR for Firebox T25 - 3 Year (License ONLY; HW SKU: WGT25000),Electronic,T-Series,T25,https://partner.leadersystems.com.au/products.html?7D8Gtx41ly0=TNnmDoluDo56mpVhHo2LQQ==RdaF7eYSDxujj7gScZo6AdWS+k11
NWG-WGM6900083,WatchGuard Total Security Suite for Firebox M690 - 3-Year (License ONLY; HW SKU: WGM690000),Electronic,M-Series,M690,https://partner.leadersystems.com.au/products.html?Ap+17UC9Fjw=zKemWw2AL3RWAbA36T713g==54yrE3s0HnZ4K0zlaQn6V05rOMLfCw==
NWG-WGM6900073,WatchGuard Basic Security Suite for Firebox M690 - 3-Year (License ONLY; HW SKU: WGM690000),Electronic,M-Series,M690,https://partner.leadersystems.com.au/products.html?AOLoYezUfYo=UfwDbXE79OiLjrDkIcGuew==SohZ77xB7qiAOu6dE7E548Dz1dTJBg==
NWG-WGM3900083,WatchGuard Total Security Suite for Firebox M390 - 3-Year (License ONLY; HW SKU: WGM390000),Electronic,M-Series,M390,https://partner.leadersystems.com.au/products.html?mhjEHW1xBA0=/+/H2nNjyj3KRmHtCOroBQ==HSMtMmLrMytqU6qa43mICMrMmy0Www==
NWG-WGMDRM30201,WatchGuard Core MDR for Microsoft - 1 Year - 51 to 100 licenses,Electronic,MDR & NDR,Core MDR for Microsoft,https://partner.leadersystems.com.au/products.html?qn+cEe4Q3w4=kXIhCZvzGaGlcfCsEqPkhQ==BtzLXI047IbLE2YPiOUe9maM9eYCjQ0=
NWG-WGM3900081,WatchGuard Total Security Suite for Firebox M390 - 1-Year (License ONLY; HW SKU: WGM390000),Electronic,M-Series,M390,https://partner.leadersystems.com.au/products.html?VhfMEcE0rFo=TqpfjxX9sF8DMuVIywlP7w==G0FCUtquYeFTKUZzcOfiD8WT0ARf6A==
NWG-WGM2900071,WatchGuard Basic Security Suite for Firebox M290 - 1-Year (License ONLY; HW SKU: WGM290000),Electronic,M-Series,M290,https://partner.leadersystems.com.au/products.html?N6n3ftGHvVQ=Vn/rdYYVc6r52avAWn++XA==qEHPTNACN2xLVbDMbVoFr4Ok9xym2Q==
NWG-WGM2900063,WatchGuard Standard Support for Firebox M290 - 3-Year (License ONLY; HW SKU: WGM290000),Electronic,M-Series,M290,https://partner.leadersystems.com.au/products.html?f4dRpr7JZ5c=NVs4BrlcN/1QGjjKsiroeA==fQA7ImTIE6my5qt4jJ2px/yt6U+vtA==
NWG-WGA43022103,Standard Wi-Fi Management for WatchGuard AP430CR - 3-year (License ONLY; HW SKU: WGA430000),Electronic,Access Points,AP430CR,https://partner.leadersystems.com.au/products.html?O8dc1ayo7is=S/xaQurebJDVKcmZd65RBg==TSnC1w9G/G9fDrBgV0iBSKtSvVHp4yc=
NWG-WGA43022101,Standard Wi-Fi Management for WatchGuard AP430CR - 1-year (License ONLY; HW SKU: WGA430000),Electronic,Access Points,AP430CR,https://partner.leadersystems.com.au/products.html?6YVlhbqS7gw=l+RQ0KIGfgzjR4G0X5E9Dw==o8d3trQeyNi5hvR5kX8SJpSAazZoOzc=
NWG-WGA33222003,USP Wi-Fi Management for WatchGuard AP332CR - 3-year (License ONLY; HW SKU: WGA332000),Electronic,Access Points,AP332CR,https://partner.leadersystems.com.au/products.html?l49xJROET6A=7tgXH25OkVyx7ACZTBcwng==ddgJAdfg6c/G1JMyD9g0V0CY0eQfsRs=
NWG-WGA33200503,USP Wi-Fi Management for WatchGuard AP332CR NFR - 3-year (License ONLY; HW SKU: WGA332000),Electronic,Access Points,AP332CR,https://partner.leadersystems.com.au/products.html?ZgRhw1mJ0xw=SoWUHZpopkNpZTN9QDaSGg==NMcQjjSh82xhM+3MfXTH+ng4cnb6wm8=
NWG-WGA33022105,Standard Wi-Fi Management for WatchGuard AP330 - 5-year (License ONLY; HW SKU: WGA330000),Electronic,Access Points,AP330,https://partner.leadersystems.com.au/products.html?3wJAPPW/6AA=+VC3HMLf/UUD8IFIu5E43Q==0gw5+/Oq0LPckqQVB7bvyp+zcaZGeao=
NWG-WGM48000063,WatchGuard Standard Support for Firebox M4800 - 3-Year (License ONLY; HW SKU: WGM48000),Electronic,M-Series,M4800,https://partner.leadersystems.com.au/products.html?RMMT35DWIpE=m6KWR7VCWBH/dJZiMyMGBQ==WjkKP0DNDGdn6+K4smBGP1OC0nkZwt8=
NWG-WGM580001603,WatchGuard High Availability for M5800 - 3-Year (License ONLY; HW SKU: WGM58000),Electronic,M-Series,M5800,https://partner.leadersystems.com.au/products.html?urPxy1Rc+tQ=PjtDFumJF0rNpxwEYlLtSA==6zgD3Tif8jbf58Zx3vmAgmimD/d5OZdz
NWG-WGM58000201,Trade Up to WatchGuard Basic Security Suite for M5800 - 1-Year (License ONLY; HW SKU: WGM58000),Electronic,M-Series,M5800,https://partner.leadersystems.com.au/products.html?A2ovxbmKkA8=9tp3nRDKfwV/ueK77QPp6g==FvAL8LyN2nGY3G9bWo2ZBqDedssM+kE=
NWG-WGA332000,WatchGuard AP332CR Appliance Only – License Not Included (Requires Separate WG License Purchase),Physical,Access Points,AP332CR,https://partner.leadersystems.com.au/products.html?DSECZU4I+Bg=mnY5KQhagF7wSOMWBFYuWg==q6eeYOzDl3TxtH72ZjIXBqu5q3ZT
NWG-WGT48000-AU,WatchGuard Firebox T45-W-PoE Appliance Only (AU) – License Not Included (Requires Separate WG License Purchase),Physical,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?RuUlu1yXlVY=xKf30ghJY72Ul2SqjBsSJg==c3Gs1ZKHjBT1T3MZQ7lf2iUvvOVszw0=
NWG-WGT85000-AU,WatchGuard Firebox T85-PoE Appliance Only (AU) – License Not Included (Requires Separate WG License Purchase),Physical,T-Series,T85-PoE,https://partner.leadersystems.com.au/products.html?NDn5NGI4gkk=RARnXO6NAZ0FNrCW5ILoZQ==11LnJ1kg9GbUGaGa3RHt2voxCUmV8P4=
NWG-WGT490215,Trade Up to WatchGuard Total Security Suite for Firebox T45-CW - 5-Year (License ONLY; HW SKU: WGT49000-AU),Electronic,T-Series,T45-CW,https://partner.leadersystems.com.au/products.html?5vMCfsVcp0Q=wWwDvuVPKGj6Tom5MEvDEw==DJ3uc13nxBaMSdxaI4dT6ubRV1cL
NWG-WGT480213,Trade Up to WatchGuard Total Security Suite for Firebox T45-W-PoE - 3-Year (License ONLY; HW SKU: WGT48000-AU),Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?HQI9SNoU2hg=LmV84bk0p+qkCiBeRwOfOQ==VnWT1yu+TdV61jDe09bTYUozBVLX
NWG-WGT480071,WatchGuard Basic Security Suite for Firebox T45-W-PoE - 1-Year (License ONLY; HW SKU: WGT48000-AU),Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?Vep7HhbIhSs=tObOv5s7IzNp2f2zbU0O6Q==5/VuEWcQceygB8TX6q8bDX17BzwC
NWG-WGT470081,WatchGuard Total Security Suite for Firebox T45-PoE - 1-Year (License ONLY; HW SKU: WGT47000-AU),Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?NToaWGYhNwM=EfQFjeeT/BMJDd2M1N0nXQ==GNfMHg28yxBGcKTD9y18ThS69u8h
NWG-WGT260083,WatchGuard Total Security Suite for Firebox T25-W - 3-Year (License ONLY; HW SKU: WGT26000),Electronic,T-Series,T25-W,https://partner.leadersystems.com.au/products.html?35JNxcJm/ds=8AIOgSSFxYwtGrSYxBuzUg==A1fB4s5TTjGi1RALTXZpiErx41De
NWG-WGT250083,WatchGuard Total Security Suite for Firebox T25 - 3-Year (License ONLY; HW SKU: WGT25000),Electronic,T-Series,T25,https://partner.leadersystems.com.au/products.html?X25aaeqHos8=REeVP559XBT7iufNicS0Kw==UssPfhdKhmQGJsB3Fwu7r8WhA66k
NWG-WGM6901601,WatchGuard High Availability for M690 - 1-Year (License ONLY; HW SKU: WGM690000),Electronic,M-Series,M690,https://partner.leadersystems.com.au/products.html?802rLT6sn6c=fwSJ3H7QIHvh63Wt1yKJ6w==7rNFBfuosJCbDalb506nz1Vmk/AfLw==
NWG-WGA23022003,USP Wi-Fi Management for WatchGuard AP230W - 3-year (License ONLY; HW SKU: WGA230000),Electronic,Access Points,AP230W,https://partner.leadersystems.com.au/products.html?JmR0I+oXZW0=FRrSpOTXh0H+s55aX4NWug==JEZBuEOH7GtPgg7ZVMePQ3TJiHvp0zM=
NWG-WGM5901601,WatchGuard High Availability for M590 - 1-Year (License ONLY; HW SKU: WGM590000),Electronic,M-Series,M590,https://partner.leadersystems.com.au/products.html?AOCeZUUo748=4kiQitbFWPd9A4sBD5IslQ==4qQoHzw7NEmpPITV4WiZEViRA0mOXw==
NWG-WGM5900073,WatchGuard Basic Security Suite for Firebox M590 - 3-Year (License ONLY; HW SKU: WGM590000),Electronic,M-Series,M590,https://partner.leadersystems.com.au/products.html?AJenKw0xeZ4=HTWJ/ibK0hDQaDuodo7kGg==OGhwWy+22qFHqvI30HcglVdhpK/Nlg==
NWG-WGM5900063,WatchGuard Standard Support for Firebox M590 - 3-Year (License ONLY; HW SKU: WGM590000),Electronic,M-Series,M590,https://partner.leadersystems.com.au/products.html?//KwozJzSko=UErzEkl367YCCn+856zaxA==8YMp2hcNfK0W6WW2zgM1e8zuhjDJrw==
NWG-WGM2900213,Trade Up to WatchGuard Total Security Suite for Firebox M290 - 3-Year (License ONLY; HW SKU: WGM290000),Electronic,M-Series,M290,https://partner.leadersystems.com.au/products.html?uSxeap8D/5k=qfMx/8HQvob7DtHSRpQ71A==KYiSjgrvByM+nrhzSJcOsIDzJoF5Zg==
NWG-WGA43222001,USP Wi-Fi Management for WatchGuard AP432 - 1-year (License ONLY; HW SKU: WGA432000),Electronic,Access Points,AP432,https://partner.leadersystems.com.au/products.html?t1vhgCWnI6U=2Ov4jEc/QgcfmaJhQdJsZg==x5Q1j4/Mb7vlix86ZVphvsT9lAGfoi0=
NWG-WGA33222105,Standard Wi-Fi Management for WatchGuard AP332CR - 5-year (License ONLY; HW SKU: WGA332000),Electronic,Access Points,AP332CR,https://partner.leadersystems.com.au/products.html?utWfUms+/jc=AwdHW3XcJ2Pb+u51Is9FUA==WzW4GK2oQHpPkybTS495CRsRtWA9BHU=
NWG-WGA23022105,Standard Wi-Fi Management for WatchGuard AP230W - 5-year (License ONLY; HW SKU: WGA230000),Electronic,Access Points,AP230W,https://partner.leadersystems.com.au/products.html?h6TYAcsF5M0=hJRxxS6C4Otu7HAzJG8VPQ==PppsXscF2kOcCYXdh6/S6aiWb0+zLvA=
NWG-WGM48000211,Trade Up to WatchGuard Total Security Suite for Firebox M4800 - 1-Year (License ONLY; HW SKU: WGM48000),Electronic,M-Series,M4800,https://partner.leadersystems.com.au/products.html?vvXVUpD4xso=HyGzVRfuNwCvty9xNmYUqg==rpUHWFWlO2T06t11JY7HcdpfcqiAIZc=
NWG-WGM58000061,WatchGuard Standard Support for Firebox M5800 - 1-Year (License ONLY; HW SKU: WGM58000),Electronic,M-Series,M5800,https://partner.leadersystems.com.au/products.html?tb7VOkVfyow=Emmbl8QC6bTY7mtXROF9CA==iSse8s4+2a4cXdgehaxMGapIGv6Lnj0=
NWG-WGM58000071,WatchGuard Basic Security Suite for Firebox M5800 - 1-Year (License ONLY; HW SKU: WGM58000),Electronic,M-Series,M5800,https://partner.leadersystems.com.au/products.html?+wgUt+xoLM8=SSkriInXq8qpp1tRFhQAkw==yYFp0qMXkniVHmkqsA4Pz5ovHwheFu0=
NWG-WGM48000203,Trade Up to WatchGuard Basic Security Suite for Firebox M4800 - 3-Year (License ONLY; HW SKU: WGM48000),Electronic,M-Series,M4800,https://partner.leadersystems.com.au/products.html?Ed1q7u+hPiI=1nrc2Z2eYBHU9Fu6wCORCA==jjDxC0SjzHm9KpColB1btsujuWyg9ZE=
NWG-WGMDRM30301,WatchGuard Core MDR for Microsoft - 1 Year - 101 to 250 licenses,Electronic,MDR & NDR,Core MDR for Microsoft,https://partner.leadersystems.com.au/products.html?qiR8fh7f78k=ccyQWf1Oum+DOKfhdSsy9A==tE/uo2LAm+akhT3UWRB8ZhhRvPQxayY=
NWG-WGMDRM30401,WatchGuard Core MDR for Microsoft - 1 Year - 251 to 500 licenses,Electronic,MDR & NDR,Core MDR for Microsoft,https://partner.leadersystems.com.au/products.html?6tI1f5XFTZE=Dp8vRG0/hlIXb+6i+XHXaQ==sidM6ubI3AobmF0TN2ub+NwqXSTlILc=
NWG-WGMDRM30103,WatchGuard Core MDR for Microsoft - 3 Year - 1 to 50 licenses,Electronic,MDR & NDR,Core MDR for Microsoft,https://partner.leadersystems.com.au/products.html?EBqL2u/X8MI=YwS3SZXhBLRJfID3Za6aZA==R3GLrje4jeT12eUf5JeViUdp2crzQ7Y=
NWG-WGMDRM30303,WatchGuard Core MDR for Microsoft - 3 Year - 101 to 250 licenses,Electronic,MDR & NDR,Core MDR for Microsoft,https://partner.leadersystems.com.au/products.html?0FiL4zlC/1I=P4K4TdjWNjr2iePnwH6zQA==XeGXC8Hm1kX0vHL5YBGEnp6Jd4qTyqM=
NWG-WGA432000,WatchGuard AP432 Appliance Only – License Not Included (Requires Separate WG License Purchase),Physical,Access Points,AP432,https://partner.leadersystems.com.au/products.html?2OMyy7xctHU=O60ZfM+0LLXiTs/V7zm2jA==0nPscwRV0KBMtPcqKtSLyIa+eYIJ
NWG-WGM290000,WatchGuard Firebox M290 Appliance Only – License Not Included (Requires Separate WG License Purchase),Physical,M-Series,M290,https://partner.leadersystems.com.au/products.html?6/gASFNaJkQ=x/doIM1Cccd/JoDo0CTqMw==a1yA2MJpeZrcLyNirDNOGS/IIm+h
NWG-WGT25000,WatchGuard Firebox T25 Appliance Only – License Not Included (Requires Separate WG License Purchase),Physical,T-Series,T25,https://partner.leadersystems.com.au/products.html?K/qA9D8PaPU=rmwh0wDX3MhS4ZFoHxXCKQ==2K+YesDCHo1nqfnG/TG+Qs/xfXs=
NWG-WGT490071,WatchGuard Basic Security Suite for Firebox T45-CW - 1-Year (License ONLY; HW SKU: WGT49000-AU),Electronic,T-Series,T45-CW,https://partner.leadersystems.com.au/products.html?jYNe0XUoHS8=dGy0eXtLofJiM9sMlKIINA==Vc14iy2eRjT6ngDKOKcC1KwetmfR
NWG-WGT490061,WatchGuard Standard Support for Firebox T45-CW - 1-Year (License ONLY; HW SKU: WGT49000-AU),Electronic,T-Series,T45-CW,https://partner.leadersystems.com.au/products.html?qAzeRQaBVnM=48KqXYjcPy2i7mkqLz1NrQ==X8tO3bRIkJeIEGW/fo1ebqN9THBf
NWG-WGA13000503,USP Wi-Fi Management for WatchGuard AP130 NFR - 3-year (License ONLY; HW SKU: WGA130000),Electronic,Access Points,AP130,https://partner.leadersystems.com.au/products.html?Bi6GFtW+m7M=9jJ0iAwSVE5Zz1WHIgnJ6w==5yCeavPBeOzP2OZs0dwnSNwwljIH61I=
NWG-WGT480065,WatchGuard Standard Support for Firebox T45-W-PoE - 5-Year (License ONLY; HW SKU: WGT48000-AU),Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?8Ib+qdD3eHY=0Fzh8b9hUupJR7jp7/vc/A==1PxbcHhmTV+0gcHVio0xFL4MgqZa
NWG-WGMDRT30403,WatchGuard Total MDR - 3 Year - 251 to 500 licenses,Electronic,MDR & NDR,Total MDR,https://partner.leadersystems.com.au/products.html?9ZaKixQNmEg=xcuv0Pe5PoIDtk5vZOTgkg==Y20Af8ZZwHvYWSBRGq5m7MMZv/BRTGQ=
NWG-WGMDRT30301,WatchGuard Total MDR - 1 Year - 101 to 250 licenses,Electronic,MDR & NDR,Total MDR,https://partner.leadersystems.com.au/products.html?8u48Qv67ot4=tIu/SSBc5n+kxTzVpor+GQ==tU3zIO/vV3Nh8az8JRKTvTBO0xbLVuo=
NWG-WGT260075,WatchGuard Basic Security Suite for Firebox T25-W - 5-Year (License ONLY; HW SKU: WGT26000),Electronic,T-Series,T25-W,https://partner.leadersystems.com.au/products.html?eXzoVxGtuzA=a/OlR/EImhNzurRRhWqi0Q==rKjUkHuiQtvgAi6oRRM/Hl7TzoYQ
NWG-WGT260071,WatchGuard Basic Security Suite for Firebox T25-W - 1-Year (License ONLY; HW SKU: WGT26000),Electronic,T-Series,T25-W,https://partner.leadersystems.com.au/products.html?WSMwuZlTrNo=/L2YgUxsC/W08qYbEDjOZQ==lzhzU8IOxtUYP1GB6VGnwIC4tb3b
NWG-WGM6900213,Trade Up to WatchGuard Total Security Suite for Firebox M690 - 3-Year (License ONLY; HW SKU: WGM690000),Electronic,M-Series,M690,https://partner.leadersystems.com.au/products.html?jU0d5RV6f7o=KdRQj9ie+C4GtnfWhWFU8w==JQLF5V+LhqbA8jNHLHRYSHdktoGgIQ==
NWG-WGM6900203,Trade Up to WatchGuard Basic Security Suite for Firebox M690 - 3-Year (License ONLY; HW SKU: WGM690000),Electronic,M-Series,M690,https://partner.leadersystems.com.au/products.html?2J2APIb0U+Q=iIVVHKSN+jm2ssfujkRkLA==OSSlXyjCUkAeBQbKtQm1AbRMM7/YIw==
NWG-WGM6900071,WatchGuard Basic Security Suite for Firebox M690 - 1-Year (License ONLY; HW SKU: WGM690000),Electronic,M-Series,M690,https://partner.leadersystems.com.au/products.html?WwKxzFQWirY=l/eu6dBAn/5aujNbsCFAwQ==T22fO9IMGggTTIQLB4d3t7aLLHNgHw==
NWG-WGMDRT30303,WatchGuard Total MDR - 3 Year - 101 to 250 licenses,Electronic,MDR & NDR,Total MDR,https://partner.leadersystems.com.au/products.html?X4rUyswansA=XekyX9JcsKOrpMlX3sv9lQ==8HiQATpRIO0skVWuHRFbT/IlrEPkr58=
NWG-WGM6900063,WatchGuard Standard Support for Firebox M690 - 3-Year (License ONLY; HW SKU: WGM690000),Electronic,M-Series,M690,https://partner.leadersystems.com.au/products.html?OP9ldbKNSUI=QIlawFpUZHixtKPGor92Aw==LZ0Sn8eNVTZfYW83kM/OAvf12gdhuQ==
NWG-WGM3901603,WatchGuard High Availability for M390 - 3-Year (License ONLY; HW SKU: WGM390000),Electronic,M-Series,M390,https://partner.leadersystems.com.au/products.html?ZUtE/C9Zo9w=jzbpy7obbFDN3Rd5p9T1fQ==RbA2ag8ZKZH8mqMzKwuf0+IrzyOnnQ==
NWG-WGM3900071,WatchGuard Basic Security Suite for Firebox M390 - 1-Year (License ONLY; HW SKU: WGM390000),Electronic,M-Series,M390,https://partner.leadersystems.com.au/products.html?/rgwo+0fVws=hR1sZ2yogBvvNdXBOcboIw==zv7oL41r2hmnthuchsi4DyUn0W5MZQ==
NWG-WGM3900061,WatchGuard Standard Support for Firebox M390 - 1-Year (License ONLY; HW SKU: WGM390000),Electronic,M-Series,M390,https://partner.leadersystems.com.au/products.html?CasfzQMvkPg=62+W1rtXa2My1ySqQodNyw==oETPLn1DHFlB+S/oYtRub4oHYW2j5w==
NWG-WGM2900203,Trade Up to WatchGuard Basic Security Suite for Firebox M290 - 3-Year (License ONLY; HW SKU: WGM290000),Electronic,M-Series,M290,https://partner.leadersystems.com.au/products.html?rn5GPDMVDCs=+LjckfYZYe1ok/ZCFtzAAg==LP7jDqnB7ebV0mbf10pshHFU7/KQeQ==
NWG-WGT1850063,WatchGuard Standard Support for Firebox T185 - 3-Year (License ONLY; HW SKU: WGT185000),Electronic,T-Series,T185,https://partner.leadersystems.com.au/products.html?+6OndbxamFQ=vFIaDi3A5bEpFxypatILTg==gUawrWwgaeOhkpIOotzzxwvjzWMlPg==
NWG-WGT18501605,WatchGuard Standard Support for Firebox T185 High Availability - 5-Year (License ONLY; HW SKU: WGT185000),Electronic,T-Series,T185,https://partner.leadersystems.com.au/products.html?0jkBvwBXnZc=qjSzNoRby13ajn367assLA==g42023dAML1LER7ucqiPnTFqBEPnDpg=
NWG-WGM2900081,WatchGuard Total Security Suite for Firebox M290 - 1-Year (License ONLY; HW SKU: WGM290000),Electronic,M-Series,M290,https://partner.leadersystems.com.au/products.html?M0lkGQ7UBk4=SmLc4TKmKr5IbAJxAul1lA==rkkBI4QM1+/0RvLWXirrOIOB521GdA==
NWG-WGA43222103,Standard Wi-Fi Management for WatchGuard AP432 - 3-year (License ONLY; HW SKU: WGA432000),Electronic,Access Points,AP432,https://partner.leadersystems.com.au/products.html?hJ120eczMMA=4ot1prU/D6gXvIY1oBhovw==rzw+mRb4JrJhUuwBXxnAAK/o3zyYPdU=
NWG-WGA43222005,USP Wi-Fi Management for WatchGuard AP432 - 5-year (License ONLY; HW SKU: WGA432000),Electronic,Access Points,AP432,https://partner.leadersystems.com.au/products.html?Nw5fpdWT3d0=sFzFhQFT0+EnaGjpqdHtQw==BTGQtkXa9zhTydFi4KtMvMqmEdzTuyc=
NWG-WGA33222103,Standard Wi-Fi Management for WatchGuard AP332CR - 3-year (License ONLY; HW SKU: WGA332000),Electronic,Access Points,AP332CR,https://partner.leadersystems.com.au/products.html?aUgS2JbBEGo=AX1p+t4zNa13Rh+CNzj9xg==0ZKKPbFxQcQ/6/AcqEkfVt62djg9Df0=
NWG-WGA33222005,USP Wi-Fi Management for WatchGuard AP332CR - 5-year (License ONLY; HW SKU: WGA332000),Electronic,Access Points,AP332CR,https://partner.leadersystems.com.au/products.html?R4XEP3KPzCY=VhqfaMVgb2QSU5msdnncdA==Qy/+94PPL/K15nG3Vi86xXUyA8SGJbw=
NWG-WGA33022101,Standard Wi-Fi Management for WatchGuard AP330 - 1-year (License ONLY; HW SKU: WGA330000),Electronic,Access Points,AP330,https://partner.leadersystems.com.au/products.html?Dzc8rWSVgXs=fTMsW2wo376UdmzoswrNZQ==+EppdQK2UzqXwi7dg+DFhXmdI2HEqTQ=
NWG-WGT1850071,WatchGuard Basic Security Suite for Firebox T185 - 1-Year (License ONLY; HW SKU: WGT185000),Electronic,T-Series,T185,https://partner.leadersystems.com.au/products.html?ZpGRbg9CLks=Va9igbhWaJh3lsaVDZsTBA==0KjXuESvSrzlOuzUDcASWBLTsDetMA==
NWG-WGT1850085,WatchGuard Total Security Suite for Firebox T185 - 5-Year (License ONLY; HW SKU: WGT185000),Electronic,T-Series,T185,https://partner.leadersystems.com.au/products.html?oEFOk17vUy0=GQ01VGPuFOvaUOvhjVhKTw==brTrovwmfzEqPVY6d5xhtpnxOjrbsw==
NWG-WGA33022003,USP Wi-Fi Management for WatchGuard AP330 - 3-year (License ONLY; HW SKU: WGA330000),Electronic,Access Points,AP330,https://partner.leadersystems.com.au/products.html?uVMvG7CuF3Q=CflbY+NvWiSq/NHwLj3ZGA==DOfPwgWfAkowvuYNZcx8U2li6GBHzvw=
NWG-WGM58000081,WatchGuard Total Security Suite for Firebox M5800 - 1-Year (License ONLY; HW SKU: WGM58000),Electronic,M-Series,M5800,https://partner.leadersystems.com.au/products.html?EguCWkzeUBQ=4Bfz6OCLS3ImD+UlJqM0mg==F/GhQKHc/GAiDmHsMMjVmoi/owJtAh0=
