SKU,Name,Method of Delivery,Product Family,Product Group,url in dealershop
NWG-WGWEDP30701,WatchGuard Endpoint Security Prime - 1 Year - 5001+ licenses,Electronic,Endpoint & Mobile,Endpoint Security Prime,https://partner.leadersystems.com.au/products.html?kE+2E1jOPRc=O7fK/hXyEAH9ssEaI0HBRw==nenqbggMtv3R8oW2xhGxXfGhcH6FHRM=
NWG-WGMDRO30301,WatchGuard Open MDR - 1 Year - 101 to 250 licenses,Electronic,MDR & NDR,Open MDR,https://partner.leadersystems.com.au/products.html?ZMZmHni34Bo=TmCjSlLF/lxQlOazekDFJQ==1/rDhDNo2OqUwxJ3dudpO3Gd0T5CvWY=
NWG-WGMDRO30303,WatchGuard Open MDR - 3 Year - 101 to 250 licenses,Electronic,MDR & NDR,Open MDR,https://partner.leadersystems.com.au/products.html?6uf1IDq0nNs=/FzFfMptTYycyb0sBpYQNg==P8FAqPpvF4gzo3EIigK49J3VIFoeBOI=
NWG-WGTSO30301,WatchGuard ThreatSync Open - 1 Year - 101 to 250 licenses,Electronic,MDR & NDR,ThreatSync Open,https://partner.leadersystems.com.au/products.html?gPt7wGToy+o=xQcgbKbTIwupOo4da2gJyA==Y14qIAzonP/3jhpvanhKJ0Ro58dThQ==
NWG-WGTSO30305,WatchGuard ThreatSync Open - 5 year - 101 to 250 licenses,Electronic,MDR & NDR,ThreatSync Open,https://partner.leadersystems.com.au/products.html?hKzjTsUosUw=7mmX4Jr15vlGN31k4+NITQ==pxLeQuCpVfsCPMSlqIFDnN42WKMEFA==
NWG-WGTSO30420,WatchGuard ThreatSync Open - Monthly Subscription - 251 to 500 licenses,Electronic,MDR & NDR,ThreatSync Open,https://partner.leadersystems.com.au/products.html?7MbAh5v+fAo=IUGnTfOLKGGMCeLwdaPLhw==by86vxwZ57bWmvfjpwSsleA6TT9ZQQ==
NWG-WGTSO30503,WatchGuard ThreatSync Open - 3 Year - 501 to 1000 licenses,Electronic,MDR & NDR,ThreatSync Open,https://partner.leadersystems.com.au/products.html?d/ojsrt3e5w=WtddEQ4Q9RwdKMCQSPjb+A==lxCPbk92Fn2mAOQwwI4A10UlIZMftw==
NWG-WGTSO30520,WatchGuard ThreatSync Open - Monthly Subscription - 501 to 1000 licenses,Electronic,MDR & NDR,ThreatSync Open,https://partner.leadersystems.com.au/products.html?WESbENDXHEc=uvi3/qeVXDWpZM4/L6aNLw==75Ctf6nAPkPfzuGzzeEQVsSncOE16w==
NWG-WGFCI30201,WatchGuard FireCloud Internet Access - 1 Year - 51 to 100 licenses,Electronic,FireCloud,FireCloud Internet Access,https://partner.leadersystems.com.au/products.html?H/fOTTBKHHk=xt0pfdNQFvE7tGb4xjefVA==CjqCfwpOLZnR4u+GXaZtTEQ6DBTKQQ==
NWG-WGFCI30401,WatchGuard FireCloud Internet Access - 1 Year - 251 to 500 licenses,Electronic,FireCloud,FireCloud Internet Access,https://partner.leadersystems.com.au/products.html?419Nb4rW4qM=0FUCL82gu82fEWb6O+dhsg==gQYz6uEBSfboRJaKc6xJNO7EicLjQg==
NWG-WGCDR30405,WatchGuard CloudDR - 5 Year - 251 to 500 licenses,Electronic,CloudDR,CloudDR,https://partner.leadersystems.com.au/products.html?HYyW9K4ur7Q=d7OZBklxfOJsi09YI0dpnQ==L+EosfSxaymRCRAefSh8pa9dpU5OVQ==
NWG-WGCDR30605,WatchGuard CloudDR - 5 Year - 1001 to 5000 licenses,Electronic,CloudDR,CloudDR,https://partner.leadersystems.com.au/products.html?FU6fBTkf6iY=yL7jfQEIDDsPSjcw2549ng==MuBznCNX1RQdUCX161nZ/W6SjJL63A==
NWG-WGCDR30520,WatchGuard CloudDR - Monthly Subscription - 501 to 1000 licenses,Electronic,CloudDR,CloudDR,https://partner.leadersystems.com.au/products.html?7spXCLIJH3c=6pHcbhSmXxc8UKRMTATAfg==jXpVa5lvX664MoSA5o4b+LNrwx37cg==
NWG-WGCDR30720,WatchGuard CloudDR - Monthly Subscription - 5001+ licenses,Electronic,CloudDR,CloudDR,https://partner.leadersystems.com.au/products.html?01CLTmEPinQ=W/AjVmA9uEPjYCRdomBWDA==mxVIpKhSx0fXV5LNrHZCvQ8kNVLWXQ==
NWG-WGATH30302,WatchGuard AuthPoint MFA - 2 Year - 101 to 250 Users,Electronic,Identity & Access,AuthPoint,https://partner.leadersystems.com.au/products.html?qYjBfTaPCww=tnaalV5no+f58PNvGyTM3A==4P5TD50vlW9yGJsAPnswVjv5bwqnOA==
NWG-WGATH30402,WatchGuard AuthPoint MFA - 2 Year - 251 to 500 Users,Electronic,Identity & Access,AuthPoint,https://partner.leadersystems.com.au/products.html?Q/+qMiLNCbc=4TibyIkJDGXimr9Bs62KNA==Jssxj0Y7TDyxf7OTVWXlakxkWeEe4Q==
NWG-WGATH30604,WatchGuard AuthPoint MFA - 4 Year - 1001 to 5000 Users,Electronic,Identity & Access,AuthPoint,https://partner.leadersystems.com.au/products.html?lmN9FS8t7m8=OBfp8/zMeWlpN3LY6Lo3jA==XK3kWfEZzWS9SaDQ6Hgdk9cWKXXv2A==
NWG-WGATH30704,WatchGuard AuthPoint MFA - 4 Year - 5001+ Users,Electronic,Identity & Access,AuthPoint,https://partner.leadersystems.com.au/products.html?nDHIcLaotM8=br0N6EyKA4/1rl1JgVrcVg==0yFAYgLT2wx0TTCPA39MDRR3ijKj+g==
NWG-WGMDR30402,WatchGuard Core MDR - 2 Year - 251 to 500 licenses,Electronic,MDR & NDR,Core MDR,https://partner.leadersystems.com.au/products.html?5XOqjQW/3DM=rJ9Vam3+mr2sOH774S8skw==oHDx5Oh4ayaIt478CKbMtxIk09ryDw==
NWG-WGMDR30502,WatchGuard Core MDR - 2 Year - 501 to 1000 licenses,Electronic,MDR & NDR,Core MDR,https://partner.leadersystems.com.au/products.html?lJm82qJncvQ=95EkTGYmWMTEDw+BIpFj9g==aHoUW62+PnjygflYiH+qNkyfIwyrTA==
NWG-WGMDR30702,WatchGuard Core MDR - 2 Year - 5001+ licenses,Electronic,MDR & NDR,Core MDR,https://partner.leadersystems.com.au/products.html?3NyYXsWgTRM=J+5lF87qD6Lg8W1FHKPT/g==/DXhUdVVjnjpsQgOR0ng91xfM9uK2Q==
NWG-WGCLG032,WatchGuard Firebox Cloud Large with 2-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?xZ/7w5J2uOI=SMknlLTEInZIQSGLlE/hhQ==RDwT1EZMydbwjve7TupBjRNszrA=
NWG-WGA330000,WatchGuard AP330 Appliance Only – License Not Included (Requires Separate WG License Purchase),Physical,Access Points,AP330,https://partner.leadersystems.com.au/products.html?LDxQTcAgHug=qtEgvi9Xdp0aH//QT5nYHQ==dV0Bb78FpG0W/562vPdmUlengVNf
NWG-WGMDRM30505,WatchGuard Core MDR for Microsoft - 5 Year - 501 to 1000 licenses,Electronic,MDR & NDR,Core MDR for Microsoft,https://partner.leadersystems.com.au/products.html?1jN5EYMmHV0=Y9ajvYXf1aUxfyidpnGMEw==OXSkhg/ausR87X4rp+2OYuXqXP9c8i4=
NWG-WGMDRO30102,Watchguard Open MDR- 2 Year - 1 to 50 licenses,Electronic,MDR & NDR,Open MDR,https://partner.leadersystems.com.au/products.html?ENrdofTRdQc=A4XQnbHw6w+igzmKq348WQ==8tTB4M7C3453HFOGGwV7KtuK1GTutFU=
NWG-WGMDRO30105,Watchguard Open MDR- 5 Year - 1 to 50 licenses,Electronic,MDR & NDR,Open MDR,https://partner.leadersystems.com.au/products.html?7UQKZAks9E8=R/Cl0xgr9VPrgbIFJsfuZA==ZlHj/rO2j5mbUBVBEGA/e9iviYMdcbA=
NWG-WGCLG524,WatchGuard Cloud 1-month data retention for Firebox Cloud Large - 4-yr,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?d0Oa59R51zU=9+LWpoqiaU4ahZbjQpf0hA==KPS1DZUl3n4UbGppNkvoKf1CmIk=
NWG-WGAP23022103,Standard Wi-Fi Management for WatchGuard AP230W - 3-year,Electronic,Access Points,AP230W,https://partner.leadersystems.com.au/products.html?4cm3oB09lHM=o6viPKUQ9iCUkyBMKFzRzA==dTegCmCb1tw7SYlL+HS26LA9ko2qJAbb
NWG-WGAP23022105,Standard Wi-Fi Management for WatchGuard AP230W - 5-year,Electronic,Access Points,AP230W,https://partner.leadersystems.com.au/products.html?fi0U8agQWe8=Uqan4PbOx1AEVUcchvVoig==0Sx+9HIRMNO1tk5ET6RKGEgjNvTO4/uK
NWG-WGA430000,"WatchGuard AP430CR Appliance Only – License Not Included (Requires Separate WG License Purchase), Antennas (WG9004) are sold separately",Physical,Access Points,AP430CR,https://partner.leadersystems.com.au/products.html?AQeFP1ah3B0=A0ZTv3be4a8S2D+p0EHVEg==BSX98pso1I/tcL+dpT5Y+ODwuykr
NWG-WGT49000-AU,WatchGuard Firebox T45-CW Appliance Only (AU) – License Not Included (Requires Separate WG License Purchase),Physical,T-Series,T45-CW,https://partner.leadersystems.com.au/products.html?R59JUI0/CTg=IC/IEwBN1pDiOUfjDva/Xw==UpVj0FOqxz76IQU4vbH6ZV8kE0eI3qY=
NWG-WGT490213,Trade Up to WatchGuard Total Security Suite for Firebox T45-CW - 3-Year (License ONLY; HW SKU: WGT49000-AU),Electronic,T-Series,T45-CW,https://partner.leadersystems.com.au/products.html?zlJiMrrxMMg=WNOh7aBtRoStOAmhH46XaA==9cEzxOW9a8qFwZTtALVYDMF6wLJd
NWG-WGA23000503,USP Wi-Fi Management for WatchGuard AP230W NFR - 3-year (License ONLY; HW SKU: WGA230000),Electronic,Access Points,AP230W,https://partner.leadersystems.com.au/products.html?l5mqlAkZoyg=rG+zonrwK7yzT+7/ElOxfA==iLiATXkNxG4WVwFlaIW7SH8OMKRrSR0=
NWG-WGT480215,Trade Up to WatchGuard Total Security Suite for Firebox T45-W-PoE - 5-Year (License ONLY; HW SKU: WGT48000-AU),Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?3aSPmzJCj+s=VgAQkc7QBm0BW6x7LzzLiw==iOeLKU+Sj0A9woxIJ4b7Cs9ituc9
NWG-WGT470075,WatchGuard Basic Security Suite for Firebox T45-PoE - 5-Year (License ONLY; HW SKU: WGT47000-AU),Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?hDPlVbZY6+A=bZYQ2bIaq2IJRRfKyhnL+Q==yatUN4shFMwa8tSQp6WbCPru3VnC
NWG-WGT260203,Trade Up to WatchGuard Basic Security Suite for Firebox T25-W - 3-Year (License ONLY; HW SKU: WGT26000),Electronic,T-Series,T25-W,https://partner.leadersystems.com.au/products.html?PVoBdadQC5g=AkqsFUFIZIDUZ2RHWVP/Xw==QZ3MOlDFdybeX2PwHeTm7ztn+Nuc
NWG-WGT260085,WatchGuard Total Security Suite for Firebox T25-W - 5-Year (License ONLY; HW SKU: WGT26000),Electronic,T-Series,T25-W,https://partner.leadersystems.com.au/products.html?zxLDBg5ZE2Y=39ALYwXPu1AnAhfumhulxA==3eVt1WaUrjDjvIyux9VnKNbW1y9s
NWG-WGT250085,WatchGuard Total Security Suite for Firebox T25 - 5-Year (License ONLY; HW SKU: WGT25000),Electronic,T-Series,T25,https://partner.leadersystems.com.au/products.html?gznlxSFc47w=gif4A3ralEhrlk4/T6M9QA==OxIlO0cc5ZzPPRozokILfU1Yt7Gf
NWG-WGM5901603,WatchGuard High Availability for M590 - 3-Year (License ONLY; HW SKU: WGM590000),Electronic,M-Series,M590,https://partner.leadersystems.com.au/products.html?WnO5eldVYaE=DZcYz1tM0wqTV1vroro3Wg==j9WfZW5EcAX9Imw6Uyd2gxHR1FY89A==
NWG-WGM5900071,WatchGuard Basic Security Suite for Firebox M590 - 1-Year (License ONLY; HW SKU: WGM590000),Electronic,M-Series,M590,https://partner.leadersystems.com.au/products.html?q+EvLFxkbKs=LPs9RcQB/bdlSD9ZjhtcUg==4cVvjQcM6Cy936j6JfccYN1989j9oA==
NWG-WGM5900061,WatchGuard Standard Support for Firebox M590 - 1-Year (License ONLY; HW SKU: WGM590000),Electronic,M-Series,M590,https://partner.leadersystems.com.au/products.html?RGU5FW1Ckqc=TXxzx9B5eivIM1YJCvfMhw==OyIOyMMdBuQdMWnPOTVapfqtHCm/mg==
NWG-WGM2900211,Trade Up to WatchGuard Total Security Suite for Firebox M290 - 1-Year (License ONLY; HW SKU: WGM290000),Electronic,M-Series,M290,https://partner.leadersystems.com.au/products.html?DmWns3fELZw=YmUozfoeDlOa8SJCZzkz7Q==R5frEgI7SR07key582N7Dd/0iOQpgA==
NWG-WGA43222003,USP Wi-Fi Management for WatchGuard AP432 - 3-year (License ONLY; HW SKU: WGA432000),Electronic,Access Points,AP432,https://partner.leadersystems.com.au/products.html?Y1JMDJvAC0w=LmG3bKSsorw3p0UN7c0N8A==rB4nASRIvR1P3VmZOGH2YxJWkkXfdoE=
NWG-WGA43000503,USP Wi-Fi Management for WatchGuard AP430CR NFR - 3-year (License ONLY; HW SKU: WGA430000),Electronic,Access Points,AP430CR,https://partner.leadersystems.com.au/products.html?AsehMMAT/00=HPFZgXP1vX1S1bwjyf7hXw==vGonSy/9HTD0E8MmeYy9mFyMNHDluO0=
NWG-WGA33022001,USP Wi-Fi Management for WatchGuard AP330 - 1-year (License ONLY; HW SKU: WGA330000),Electronic,Access Points,AP330,https://partner.leadersystems.com.au/products.html?kBmFwAJN9C4=5CDP4oWV227ShLz0WYpM+Q==lJYfp+B1e+67w/HkPmHuDlOoKJUjtUI=
NWG-WGA33000503,USP Wi-Fi Management for WatchGuard AP330 NFR - 3-year (License ONLY; HW SKU: WGA330000),Electronic,Access Points,AP330,https://partner.leadersystems.com.au/products.html?IGzATAvbRVQ=n3o0Fbe5Ieu1EO7SI+ND9g==Bx9xWgdSLmR1ZB1jUawMY12Lnwq7aSQ=
NWG-WGM48000213,Trade Up to WatchGuard Total Security Suite for Firebox M4800 - 3-Year (License ONLY; HW SKU: WGM48000),Electronic,M-Series,M4800,https://partner.leadersystems.com.au/products.html?eyN2QFmJc3s=atPmmFHrLbDo11AhxoS+BA==5iih0+6vxn/2lSC9R6cHxDSoyVi6J8g=
NWG-WGM58000063,WatchGuard Standard Support for Firebox M5800 - 3-Year (License ONLY; HW SKU: WGM58000),Electronic,M-Series,M5800,https://partner.leadersystems.com.au/products.html?yltzMdiyV/g=5wszR5XCSZHTT3qW/CYxvA==DP6+lrwhv6SG+2pa/ahwrtZIJQ0cuA4=
NWG-WGMDRT30201,WatchGuard Total MDR - 1 Year - 51 to 100 licenses,Electronic,MDR & NDR,Total MDR,https://partner.leadersystems.com.au/products.html?krMLMtl/lF0=26IV16m1hhBCXci2gptTzg==2HYM3IkJTfDMbrUWia/IlsB9sW6IPx0=
NWG-WGT1850211,Trade Up to WatchGuard Total Security Suite for Firebox T185 - 1-Year (License ONLY; HW SKU: WGT185000),Electronic,T-Series,T185,https://partner.leadersystems.com.au/products.html?t627ZkV6Pok=M0znqjgUmS5tVDdrh8Dxpw==NV0Z+vhIJuWqZFVwistPM4DZGOCdBQ==
NWG-WGT1850215,Trade Up to WatchGuard Total Security Suite for Firebox T185 - 5-Year (License ONLY; HW SKU: WGT185000),Electronic,T-Series,T185,https://partner.leadersystems.com.au/products.html?9bsV5IlaTpo=w/pCa32tQBecDeLyhAyzGw==NIsM0+b1zWkRqFGl6oKalixsh0QpsA==
NWG-WGFCT30603,WatchGuard FireCloud Total Access - 3 Year - 1001 to 5000 licenses,Electronic,FireCloud,FireCloud Total Access,https://partner.leadersystems.com.au/products.html?vXuDOYMhlwo=/mr0jLDiTQVx5j7m+guxxw==MaUJvhNzuIZyT822cwn5SxfNvVlQLg==
NWG-WGT1160205,Trade Up to WatchGuard Basic Security Suite for Firebox T115-W - 5-Year (License ONLY; HW SKU: WGT116000),Electronic,T-Series,T115-W,https://partner.leadersystems.com.au/products.html?6MeAqtTUlMI=5CG1jyUf2j1DdBTDD+uDcw==jWjH15/+sYTA4gxC/cIjU4S+GCTe8Q==
NWG-WGT1260203,Trade Up to WatchGuard Basic Security Suite for Firebox T125-W - 3-Year (License ONLY; HW SKU: WGT126000),Electronic,T-Series,T125-W,https://partner.leadersystems.com.au/products.html?KTWKQ9uavnQ=LmbqyEc8dExxqZ32bBxCyQ==FoDj59DGj/1LESG2vDECNEE0BD7moA==
NWG-WGT1260205,Trade Up to WatchGuard Basic Security Suite for Firebox T125-W - 5-Year (License ONLY; HW SKU: WGT126000),Electronic,T-Series,T125-W,https://partner.leadersystems.com.au/products.html?Xsyu1n9XANA=CItbBekJdXveGTv1DQLY0A==E5pKpF9c1a3Qvgiwxd5jpV86tJqHHA==
NWG-WGT1160023,WatchGuard NFR for Firebox T115-W - 3 Year (License ONLY; HW SKU: WGT116000),Electronic,T-Series,T115-W,https://partner.leadersystems.com.au/products.html?+3LMqU04LCU=JFFQWpjJ9vYijNhcZ2zT/Q==CaOTlrmMjwqcsJ9820xsH8QELZzcXg==
NWG-WGT1260023,WatchGuard NFR for Firebox T125-W - 3 Year (License ONLY; HW SKU: WGT126000),Electronic,T-Series,T125-W,https://partner.leadersystems.com.au/products.html?cSyCsBh6Hbo=eNtXFAMjQoRsuWImQk7dTQ==1TyN7DqXJPmb1LSmnFFvGS3GfgsNsA==
NWG-WGT1260065,WatchGuard Standard Support for Firebox T125-W - 5-Year (License ONLY; HW SKU: WGT126000),Electronic,T-Series,T125-W,https://partner.leadersystems.com.au/products.html?giUxIAYtVkE=wh2B9hsfOZmavyIoE+XpLQ==9gC5f2oe2p0DbONTdLCQz16YMYeSIw==
NWG-WGT1250213,Trade Up to WatchGuard Total Security Suite for Firebox T125 - 3-Year (License ONLY; HW SKU: WGT125000),Electronic,T-Series,T125,https://partner.leadersystems.com.au/products.html?7Rx6EP7XY4k=iZJfRdsHbEncc5lFuFzx/Q==r8uiUtZlXQCeSo5CVyFXVuRTadvCtg==
NWG-WGT1250215,Trade Up to WatchGuard Total Security Suite for Firebox T125 - 5-Year (License ONLY; HW SKU: WGT125000),Electronic,T-Series,T125,https://partner.leadersystems.com.au/products.html?tFQ6UZvIkyI=fPdfGNegKsejBUGFn1ASIg==mwqG6eMPsHfMIWlSRydL2X/jND7t2Q==
NWG-WGT1250071,WatchGuard Basic Security Suite for Firebox T125 - 1-Year (License ONLY; HW SKU: WGT125000),Electronic,T-Series,T125,https://partner.leadersystems.com.au/products.html?yFDOhXoyM4E=T9pkh+PvlIinrSZFibDisg==6zLK5crR+INbBQI4LzfNBlfNjz1RuQ==
NWG-WGT1250073,WatchGuard Basic Security Suite for Firebox T125 - 3-Year (License ONLY; HW SKU: WGT125000),Electronic,T-Series,T125,https://partner.leadersystems.com.au/products.html?qw6DlspWLrw=PxL664eAPUmPvsYEG81bDA==MNJE+dKcwwNWJMlAdLBFw/XT4SxemA==
NWG-WGT1450073,WatchGuard Basic Security Suite for Firebox T145 - 3-Year (License ONLY; HW SKU: WGT145000),Electronic,T-Series,T145,https://partner.leadersystems.com.au/products.html?yfqHNr2LGv8=TyWQEhWn0O0qOTG00RvTxA==X/d7GTRkDQaY2sjpADLIMWRJ3WG12w==
NWG-WGT1250023,WatchGuard NFR for Firebox T125 - 3 Year (License ONLY; HW SKU: WGT125000),Electronic,T-Series,T125,https://partner.leadersystems.com.au/products.html?GltlVu3H7dE=uWhrM0PhIeoPKjmuD49qsg==QWHyoCMSXZyFyl8mJj4j8Kkz4hyyig==
NWG-WGT1460205,Trade Up to WatchGuard Basic Security Suite for Firebox T145-W - 5-Year (License ONLY; HW SKU: WGT146000),Electronic,T-Series,T145-W,https://partner.leadersystems.com.au/products.html?NDXpQg/zY3w=Hr7nYyxWciV1ONQNkXx22w==NwSaCVJB20h/98mNxUEtYrPS+wtnbw==
NWG-WGT1460213,Trade Up to WatchGuard Total Security Suite for Firebox T145-W - 3-Year (License ONLY; HW SKU: WGT146000),Electronic,T-Series,T145-W,https://partner.leadersystems.com.au/products.html?6hgF6dBSl/s=l3RZPGVnkNkC7zIKNj62dQ==J9URKcYFMU0J4n8jd/vD+3rYCDLRhA==
NWG-WGT1460085,WatchGuard Total Security Suite for Firebox T145-W - 5-Year (License ONLY; HW SKU: WGT146000),Electronic,T-Series,T145-W,https://partner.leadersystems.com.au/products.html?HF5s7Ib5eO8=cYogUYCBq+P0jZGact/pvg==wvJX9Hg/7IriwvaWbmGgTzkaHweH+g==
NWG-WGM4950213,Trade Up to WatchGuard Total Security Suite for Firebox M495 - 3-Year (License ONLY; HW SKU: WGM495000),Electronic,M-Series,M495,https://partner.leadersystems.com.au/products.html?krllpM8La14=oUNYwyPb6H2jqJRtpZ8avQ==4KaALwVYuqeCfrNU7DpIxHxSK/6OGg==
NWG-WGM5950213,Trade Up to WatchGuard Total Security Suite for Firebox M595 - 3-Year (License ONLY; HW SKU: WGM595000),Electronic,M-Series,M595,https://partner.leadersystems.com.au/products.html?hLmyhhn9N5Q=WISH67AlZUe1JXGMEBmt3g==wglxH34ZQI5z9j+tLDnFNmSVRgvhoQ==
NWG-WGM3951601,WatchGuard High Availability for M395 - 1-Year (License ONLY; HW SKU: WGM395000),Electronic,M-Series,M395,https://partner.leadersystems.com.au/products.html?cZN/TZDwSBc=Z6w15bHEkIuqdOE4sHzrCQ==7DvKJqOtNalPxX3/aLMoU0MlOLpkRQ==
NWG-WGM4951601,WatchGuard High Availability for M495 - 1-Year (License ONLY; HW SKU: WGM495000),Electronic,M-Series,M495,https://partner.leadersystems.com.au/products.html?kpHzTAkD/gg=xyckq6ffsp/rHcC4d+wdTg==iAuIDMVeP2oPKR35mZvjxTsSQ+JIRQ==
NWG-WGM5951601,WatchGuard High Availability for M595 - 1-Year (License ONLY; HW SKU: WGM595000),Electronic,M-Series,M595,https://partner.leadersystems.com.au/products.html?D98ENv1Ua7w=x5Xk0iWdCXG+CCQ5S8Ajhw==Gfb8qWix8o9aoZ/WyW04p80OsO4zJg==
NWG-WGM4950061,WatchGuard Standard Support for Firebox M495 - 1-Year (License ONLY; HW SKU: WGM495000),Electronic,M-Series,M495,https://partner.leadersystems.com.au/products.html?uyebOXVCvzQ=vFzAwrOG7l8UPfZpSrocTQ==7L4WZdGDSQHI5lq/uzwqZ9JqnRu77A==
NWG-WGM5950061,WatchGuard Standard Support for Firebox M595 - 1-Year (License ONLY; HW SKU: WGM595000),Electronic,M-Series,M595,https://partner.leadersystems.com.au/products.html?17BXiuUIxgI=nETZbyGxcwL6YcNEn6WGVQ==4jaXhaPErYqRQi4+I8Z/z9PW9EKGYg==
NWG-WGWESS30301,WatchGuard Endpoint Security for Servers - 1 Year - 101 to 250 licenses,Electronic,Endpoint & Mobile,Endpoint Security for Servers,https://partner.leadersystems.com.au/products.html?OmAHePmJnfQ=Q5Fff0QXH5QrgjkOG1mczA==5vjeACYTvvSURoTNIFZUnrC+Mvo0BII=
NWG-WGZTC30203,WatchGuard Zero-Trust - 3-Year - 51 to 100 Seats,Electronic,Endpoint & Mobile,Zero-Trust,https://partner.leadersystems.com.au/products.html?Y/wTKQyOXos=zU7nnQewPMebtqObr3lJ1A==u0efk4yTZCdC2LXUEg0qopbI3LIf/A==
NWG-WGZTC30403,WatchGuard Zero-Trust - 3-Year - 251 to 500 Seats,Electronic,Endpoint & Mobile,Zero-Trust,https://partner.leadersystems.com.au/products.html?WGWrfDcfpPo=c5bTDLxLFAPFe/iPaFutDQ==qDxhrVrSAIeLMKTFVqXVSiIfr7kJIQ==
NWG-WGESA30001,WatchGuard Endpoint Security Basic NFR - 1 year - 1+ licenses,Electronic,Endpoint & Mobile,Endpoint Security Basic,https://partner.leadersystems.com.au/products.html?qubDgHctI4o=zmfWPrvrPt6cENtgBytt/Q==yyTNneBEGoG7HDldMOGillPezSIS5w==
NWG-WGESA30603,WatchGuard Endpoint Security Basic - 3 Year - 1001 to 5000 licenses,Electronic,Endpoint & Mobile,Endpoint Security Basic,https://partner.leadersystems.com.au/products.html?w4k1aQjVnMQ=QlYi51tbFc49ClNFiZE4xg==JSmVfxvwBdzg5uha0AHX9X3h3Zzk5A==
NWG-WGESB30503,WatchGuard Endpoint Security 360 - 3 Year - 501 to 1000 licenses,Electronic,Endpoint & Mobile,Endpoint Security 360,https://partner.leadersystems.com.au/products.html?tyyVflmhxTg=PkR3ZpiJQJX1pyRqiJIBLA==43G39qDd6u+U7nebfhf/rig2elxKMw==
NWG-WGESC30303,WatchGuard Endpoint Security Elite - 3 Year - 101 to 250 licenses,Electronic,Endpoint & Mobile,Endpoint Security Elite,https://partner.leadersystems.com.au/products.html?I5FDVYoQGhk=eGLpnE2otRLf9YkfEfDOoQ==iGd50H+a2bHRlPDxV+72cYmHjvrOzw==
NWG-WGESC30403,WatchGuard Endpoint Security Elite - 3 Year - 251 to 500 licenses,Electronic,Endpoint & Mobile,Endpoint Security Elite,https://partner.leadersystems.com.au/products.html?604Q3cICiuY=tXLJInBhxe3Tft2/fPAcPg==Y9eC8hsh+abZxmhWCxk+Cq7qCMcZCA==
NWG-WGWEDP30103,WatchGuard Endpoint Security Prime - 3 Year - 1 to 50 licenses,Electronic,Endpoint & Mobile,Endpoint Security Prime,https://partner.leadersystems.com.au/products.html?msQeZKeebhc=YAMi9HFHZAKx8Q0VsRDNqA==6esTCfqse4WNjQpjqRU1tp2D/KJUVkw=
NWG-WGWEDP30203,WatchGuard Endpoint Security Prime - 3 Year - 51 to 100 licenses,Electronic,Endpoint & Mobile,Endpoint Security Prime,https://partner.leadersystems.com.au/products.html?bc3k3qSQcF0=l6HvU3tDoXBL4/4E4jViMA==mPsPTaGbBYqZXdzt1LHbfKvJSBHQRYU=
NWG-WGMDRO30201,WatchGuard Open MDR - 1 Year - 51 to 100 licenses,Electronic,MDR & NDR,Open MDR,https://partner.leadersystems.com.au/products.html?K2eSCZG/irI=bxLKCx8tc8UTJtwSsjlO5Q==PB50bGAaJtfFL9NE7x39dHe5lR+yvg0=
NWG-WGTSO30120,WatchGuard ThreatSync Open - Monthly Subscription - 1 to 50 licenses,Electronic,MDR & NDR,ThreatSync Open,https://partner.leadersystems.com.au/products.html?zwlwkHsTcTo=XcHf/klSOP3KUEq4si1Beg==auP36czY5L0QQ+xycfMa/sXe0TcLtQ==
NWG-WGTSO30203,WatchGuard ThreatSync Open - 3 Year - 51 to 100 licenses,Electronic,MDR & NDR,ThreatSync Open,https://partner.leadersystems.com.au/products.html?9x9y5qtcogY=HyRQICTaRF72yizSmLqoew==Xwz19Ay39mdqbHqifki1QihVxfr2/A==
NWG-WGTSO30601,WatchGuard ThreatSync Open - 1 Year - 1001 to 5000 licenses,Electronic,MDR & NDR,ThreatSync Open,https://partner.leadersystems.com.au/products.html?/1bGw9fmzOA=UhkFmcCFsh9RmtydJBwLLg==7mJzf4+cbI4TIbBLWVn9PA4META1xg==
NWG-WGTSO30605,WatchGuard ThreatSync Open - 5 year - 1001 to 5000 licenses,Electronic,MDR & NDR,ThreatSync Open,https://partner.leadersystems.com.au/products.html?fTXBQqLGdoo=AazlT6LKxo/FaQ0W6QFv4w==PqJqfYuwO0ySjHRQkiyTswqKsD+sSw==
NWG-WGCDR30105,WatchGuard CloudDR - 5 Year - 1 to 50 licenses,Electronic,CloudDR,CloudDR,https://partner.leadersystems.com.au/products.html?ZwvyIjnF2nE=QaZ4N/q0TU6nMv6SFIMhCg==xxb2C7PRDXgTe9yHfMTVyUu/u+a1MQ==
NWG-WGCDR30305,WatchGuard CloudDR - 5 Year - 101 to 250 licenses,Electronic,CloudDR,CloudDR,https://partner.leadersystems.com.au/products.html?xlnsu4DV5EI=FQ1sjXmdgb1onqzfIQ+c1g==SEIf+2KMoDK0Dskfr9ItsOGvqRNrCQ==
